# keyframe format v1
fps 0

0 I -1
87 I -1
255 I -1
321 I -1
369 I -1
457 I -1
610 I -1
661 I -1
762 I -1
921 I -1
965 I -1
1009 I -1
1038 I -1
1087 I -1
1117 I -1
1320 I -1
1362 I -1
1413 I -1
1475 I -1
1547 I -1
1615 I -1
1703 I -1
1813 I -1
1835 I -1
1910 I -1
1964 I -1
2017 I -1
2058 I -1
2145 I -1
2289 I -1
2336 I -1
2399 I -1
2447 I -1
2555 I -1
2615 I -1
2649 I -1
2741 I -1
2865 I -1
2913 I -1
3069 I -1
3141 I -1
3444 I -1
3516 I -1
3558 I -1
3597 I -1
3627 I -1
3654 I -1
3690 I -1
3716 I -1
3732 I -1
3780 I -1
3820 I -1
3821 I -1
3822 I -1
3823 I -1
3843 I -1
3882 I -1
3947 I -1
3966 I -1
4015 I -1
4022 I -1
4071 I -1
4148 I -1
4320 I -1
4350 I -1
4389 I -1
4410 I -1
4437 I -1
4475 I -1
4491 I -1
4527 I -1
4617 I -1
4707 I -1
4806 I -1
4848 I -1
4900 I -1
4955 I -1
5045 I -1
5126 I -1
5174 I -1
5299 I -1
5359 I -1
5417 I -1
5519 I -1
5667 I -1
5809 I -1
5952 I -1
6078 I -1
6174 I -1
6291 I -1
6396 I -1
6475 I -1
6479 I -1
6512 I -1
6552 I -1
6612 I -1
6665 I -1
6706 I -1
6776 I -1
6799 I -1
6829 I -1
7025 I -1
7076 I -1
7114 I -1
7151 I -1
7241 I -1
7298 I -1
7391 I -1
7439 I -1
7501 I -1
7586 I -1
7670 I -1
7724 I -1
7808 I -1
7856 I -1
7934 I -1
8028 I -1
8064 I -1
8100 I -1
8217 I -1
8253 I -1
8325 I -1
8701 I -1
8832 I -1
8860 I -1
9047 I -1
9119 I -1
9255 I -1
9471 I -1
9691 I -1
9772 I -1
9815 I -1
9849 I -1
9892 I -1
9928 I -1
9963 I -1
9964 I -1
10033 I -1
10081 I -1
10141 I -1
10297 I -1
10425 I -1
10593 I -1
10707 I -1
10923 I -1
11088 I -1
11148 I -1
11208 I -1
11328 I -1
11435 I -1
11555 I -1
11567 I -1
11628 I -1
11700 I -1
11960 I -1
12050 I -1
12164 I -1
12200 I -1
12259 I -1
12314 I -1
12494 I -1
12530 I -1
12578 I -1
12710 I -1
12965 I -1
13173 I -1
13278 I -1
13355 I -1
13401 I -1
13452 I -1
13489 I -1
13555 I -1
13627 I -1
13699 I -1
13776 I -1
13896 I -1
13968 I -1
14028 I -1
14048 I -1
14090 I -1
14118 I -1
14190 I -1
14341 I -1
14411 I -1
14579 I -1
14723 I -1
14789 I -1
14820 I -1
14868 I -1
14916 I -1
14963 I -1
15031 I -1
15089 I -1
15210 I -1
15264 I -1
15445 I -1
15523 I -1
15625 I -1
15709 I -1
15767 I -1
15932 I -1
15933 I -1
15995 I -1
16091 I -1
16139 I -1
16325 I -1
16366 I -1
16409 I -1
16535 I -1
16607 I -1
16670 I -1
16721 I -1
16889 I -1
16991 I -1
17075 I -1
17112 I -1
17358 I -1
17490 I -1
17616 I -1
17763 I -1
17865 I -1
17925 I -1
18018 I -1
18114 I -1
18187 I -1
18312 I -1
18354 I -1
18642 I -1
18750 I -1
18915 I -1
19011 I -1
19203 I -1
19332 I -1
19383 I -1
19431 I -1
19473 I -1
19581 I -1
19629 I -1
19677 I -1
19840 I -1
20281 I -1
20341 I -1
20437 I -1
20617 I -1
20653 I -1
20689 I -1
20827 I -1
20874 I -1
20982 I -1
21156 I -1
21201 I -1
21238 I -1
21447 I -1
21537 I -1
21647 I -1
21738 I -1
21878 I -1
21982 I -1
22102 I -1
22144 I -1
22252 I -1
22360 I -1
22547 I -1
22643 I -1
22763 I -1
22943 I -1
23003 I -1
23099 I -1
23153 I -1
23285 I -1
23438 I -1
23508 I -1
23783 I -1
23908 I -1
23931 I -1
23955 I -1
24159 I -1
24285 I -1
24381 I -1
24561 I -1
24741 I -1
24931 I -1
25031 I -1
25127 I -1
25217 I -1
25289 I -1
25415 I -1
25619 I -1
25697 I -1
25790 I -1
26069 I -1
26117 I -1
26213 I -1
26351 I -1
26411 I -1
26507 I -1
26579 I -1
26609 I -1
26739 I -1
26859 I -1
26883 I -1
27498 I -1
27570 I -1
27905 I -1
28240 I -1
28342 I -1
28402 I -1
28654 I -1
28798 I -1
28834 I -1
28836 I -1
28882 I -1
29146 I -1
29404 I -1
29492 I -1
29600 I -1
29772 I -1
29988 I -1
30157 I -1
30244 I -1
30412 I -1
30508 I -1
30582 I -1
30673 I -1
30779 I -1
30863 I -1
30946 I -1
31028 I -1
31232 I -1
31283 I -1
31396 I -1
31627 I -1
31716 I -1
31855 I -1
32023 I -1
32147 I -1
32316 I -1
32376 I -1
32478 I -1
32676 I -1
32820 I -1
32916 I -1
32993 I -1
33089 I -1
33120 I -1
33123 I -1
33186 I -1
33302 I -1
33349 I -1
33400 I -1
33567 I -1
33649 I -1
33761 I -1
33851 I -1
34043 I -1
34199 I -1
34247 I -1
34439 I -1
34595 I -1
34673 I -1
34687 I -1
35115 I -1
35691 I -1
35781 I -1
36070 I -1
36107 I -1
36153 I -1
36273 I -1
36339 I -1
36693 I -1
36823 I -1
37881 I -1
38601 I -1
