# keyframe format v1
fps 0

0 I -1
109 I -1
223 I -1
245 I -1
254 I -1
314 I -1
394 I -1
450 I -1
533 I -1
567 I -1
623 I -1
857 I -1
977 I -1
1096 I -1
1183 I -1
1338 I -1
1470 I -1
1603 I -1
1738 I -1
1855 I -1
1939 I -1
2005 I -1
2047 I -1
2227 I -1
2347 I -1
2395 I -1
2446 I -1
2518 I -1
2537 I -1
2614 I -1
2917 I -1
2989 I -1
3031 I -1
3070 I -1
3100 I -1
3127 I -1
3163 I -1
3189 I -1
3205 I -1
3253 I -1
3293 I -1
3294 I -1
3295 I -1
3296 I -1
3316 I -1
3355 I -1
3420 I -1
3439 I -1
3488 I -1
3495 I -1
3544 I -1
3621 I -1
3793 I -1
3823 I -1
3862 I -1
3883 I -1
3910 I -1
3948 I -1
3964 I -1
4000 I -1
4090 I -1
4180 I -1
4279 I -1
4321 I -1
4373 I -1
4428 I -1
4518 I -1
4599 I -1
4647 I -1
4771 I -1
4838 I -1
4919 I -1
4943 I -1
5003 I -1
5046 I -1
5141 I -1
5176 I -1
5190 I -1
5206 I -1
5227 I -1
5245 I -1
5263 I -1
5285 I -1
5324 I -1
5379 I -1
5494 I -1
5518 I -1
5734 I -1
5854 I -1
6115 I -1
6374 I -1
6452 I -1
6622 I -1
6798 I -1
6918 I -1
6978 I -1
7045 I -1
7165 I -1
7357 I -1
7525 I -1
7669 I -1
7694 I -1
7714 I -1
7743 I -1
7776 I -1
7799 I -1
7828 I -1
7854 I -1
7881 I -1
7906 I -1
7945 I -1
7971 I -1
8003 I -1
8184 I -1
8301 I -1
8373 I -1
8529 I -1
8695 I -1
8966 I -1
9062 I -1
9086 I -1
9326 I -1
9449 I -1
9545 I -1
9809 I -1
10036 I -1
10083 I -1
10182 I -1
10272 I -1
10380 I -1
10488 I -1
10589 I -1
10793 I -1
10965 I -1
11051 I -1
11133 I -1
11205 I -1
11253 I -1
11364 I -1
11436 I -1
11484 I -1
11650 I -1
11710 I -1
11758 I -1
11972 I -1
12084 I -1
12223 I -1
12257 I -1
12574 I -1
12880 I -1
13241 I -1
13263 I -1
13281 I -1
13473 I -1
13623 I -1
13689 I -1
13934 I -1
14138 I -1
14246 I -1
14399 I -1
14465 I -1
14513 I -1
14573 I -1
14669 I -1
14715 I -1
14791 I -1
14839 I -1
14917 I -1
15074 I -1
15218 I -1
15278 I -1
15662 I -1
15710 I -1
15794 I -1
15837 I -1
15914 I -1
15968 I -1
16004 I -1
16082 I -1
16178 I -1
16238 I -1
16348 I -1
16781 I -1
16936 I -1
16967 I -1
17039 I -1
17135 I -1
17255 I -1
17515 I -1
17516 I -1
17761 I -1
17833 I -1
18085 I -1
18397 I -1
18550 I -1
18598 I -1
18748 I -1
19207 I -1
19417 I -1
19565 I -1
19857 I -1
19905 I -1
19979 I -1
20007 I -1
20036 I -1
20037 I -1
20063 I -1
20067 I -1
20187 I -1
20320 I -1
20386 I -1
20762 I -1
20978 I -1
21084 I -1
21140 I -1
21273 I -1
21451 I -1
21596 I -1
21701 I -1
21833 I -1
21908 I -1
21956 I -1
22067 I -1
22124 I -1
22223 I -1
22283 I -1
22337 I -1
22397 I -1
22421 I -1
22637 I -1
22763 I -1
22888 I -1
22906 I -1
23117 I -1
23317 I -1
23537 I -1
23636 I -1
23729 I -1
23777 I -1
23921 I -1
24017 I -1
24077 I -1
24116 I -1
24164 I -1
24251 I -1
24277 I -1
24301 I -1
24328 I -1
24371 I -1
24487 I -1
24631 I -1
24679 I -1
24775 I -1
24792 I -1
24850 I -1
24925 I -1
25009 I -1
25035 I -1
25044 I -1
25073 I -1
25088 I -1
25093 I -1
25128 I -1
25148 I -1
25179 I -1
25208 I -1
25237 I -1
25258 I -1
25342 I -1
25365 I -1
25374 I -1
25403 I -1
25429 I -1
25455 I -1
25464 I -1
25493 I -1
25522 I -1
25549 I -1
25561 I -1
25576 I -1
25744 I -1
25805 I -1
25806 I -1
25948 I -1
25990 I -1
26290 I -1
26350 I -1
26470 I -1
26500 I -1
26608 I -1
26650 I -1
26692 I -1
26752 I -1
26939 I -1
27015 I -1
27063 I -1
27090 I -1
27150 I -1
27156 I -1
27159 I -1
27210 I -1
27354 I -1
27420 I -1
27480 I -1
27604 I -1
27634 I -1
27716 I -1
27893 I -1
28025 I -1
28061 I -1
28117 I -1
28177 I -1
28266 I -1
28328 I -1
28367 I -1
28494 I -1
28530 I -1
28661 I -1
28921 I -1
29022 I -1
29081 I -1
29105 I -1
29141 I -1
29179 I -1
29183 I -1
29215 I -1
29243 I -1
29311 I -1
29371 I -1
29611 I -1
29654 I -1
29774 I -1
29976 I -1
30215 I -1
30379 I -1
30449 I -1
30548 I -1
30668 I -1
30702 I -1
30770 I -1
30803 I -1
30872 I -1
30932 I -1
31016 I -1
31124 I -1
31231 I -1
31255 I -1
31363 I -1
31483 I -1
31819 I -1
31891 I -1
32170 I -1
32191 I -1
32245 I -1
32309 I -1
32369 I -1
32441 I -1
32489 I -1
32497 I -1
32518 I -1
32542 I -1
32626 I -1
32686 I -1
32746 I -1
32956 I -1
32986 I -1
33033 I -1
33349 I -1
33372 I -1
33612 I -1
33676 I -1
33722 I -1
33794 I -1
33866 I -1
33902 I -1
34046 I -1
34085 I -1
34093 I -1
34099 I -1
34108 I -1
34118 I -1
34123 I -1
35884 I -1
35896 I -1
35925 I -1
36015 I -1
36202 I -1
