# keyframe format v1
fps 0

0 I -1
1 I -1
193 I -1
284 I -1
373 I -1
562 I -1
598 I -1
718 I -1
790 I -1
868 I -1
1183 I -1
1283 I -1
1358 I -1
1682 I -1
1784 I -1
1914 I -1
1974 I -1
2040 I -1
2232 I -1
2344 I -1
2379 I -1
2436 I -1
2470 I -1
2553 I -1
2635 I -1
2761 I -1
2819 I -1
2907 I -1
2928 I -1
2930 I -1
2997 I -1
3300 I -1
3372 I -1
3414 I -1
3453 I -1
3483 I -1
3510 I -1
3546 I -1
3572 I -1
3588 I -1
3636 I -1
3676 I -1
3677 I -1
3678 I -1
3679 I -1
3699 I -1
3738 I -1
3803 I -1
3822 I -1
3871 I -1
3878 I -1
3927 I -1
4004 I -1
4176 I -1
4206 I -1
4245 I -1
4266 I -1
4293 I -1
4331 I -1
4347 I -1
4383 I -1
4473 I -1
4563 I -1
4662 I -1
4704 I -1
4756 I -1
4811 I -1
4901 I -1
4982 I -1
5030 I -1
5155 I -1
5348 I -1
5403 I -1
5459 I -1
5574 I -1
5736 I -1
5930 I -1
5964 I -1
6110 I -1
6155 I -1
6188 I -1
6309 I -1
6350 I -1
6586 I -1
6658 I -1
6706 I -1
7213 I -1
7318 I -1
7384 I -1
7600 I -1
7672 I -1
7768 I -1
8062 I -1
8194 I -1
8338 I -1
8410 I -1
8458 I -1
8508 I -1
8565 I -1
8695 I -1
8791 I -1
8887 I -1
8983 I -1
9067 I -1
9159 I -1
9328 I -1
9376 I -1
9515 I -1
9546 I -1
9605 I -1
9653 I -1
9767 I -1
9827 I -1
9914 I -1
10036 I -1
10088 I -1
10223 I -1
10271 I -1
10319 I -1
10487 I -1
10517 I -1
10585 I -1
10645 I -1
10705 I -1
10857 I -1
10977 I -1
11030 I -1
11078 I -1
11150 I -1
11210 I -1
11330 I -1
11462 I -1
11566 I -1
11599 I -1
11671 I -1
11767 I -1
11835 I -1
11871 I -1
12024 I -1
12138 I -1
12228 I -1
12300 I -1
12408 I -1
12492 I -1
12564 I -1
12600 I -1
12785 I -1
12917 I -1
12953 I -1
13001 I -1
13145 I -1
13211 I -1
13241 I -1
13325 I -1
13373 I -1
13565 I -1
13757 I -1
13879 I -1
13951 I -1
14035 I -1
14312 I -1
14359 I -1
14692 I -1
14758 I -1
14788 I -1
14846 I -1
14914 I -1
15022 I -1
15130 I -1
15171 I -1
15280 I -1
15328 I -1
15424 I -1
15485 I -1
15578 I -1
15615 I -1
15663 I -1
15687 I -1
15759 I -1
15969 I -1
16029 I -1
16080 I -1
16196 I -1
16285 I -1
16306 I -1
16383 I -1
16425 I -1
16545 I -1
16617 I -1
16641 I -1
16677 I -1
16726 I -1
16918 I -1
17113 I -1
17278 I -1
17398 I -1
17518 I -1
17614 I -1
17662 I -1
17758 I -1
17830 I -1
17974 I -1
18118 I -1
18190 I -1
18262 I -1
18406 I -1
18460 I -1
18580 I -1
18581 I -1
18989 I -1
19137 I -1
19209 I -1
19305 I -1
19377 I -1
19425 I -1
19497 I -1
19569 I -1
19713 I -1
19785 I -1
19881 I -1
19980 I -1
20076 I -1
20155 I -1
20275 I -1
20326 I -1
20347 I -1
20383 I -1
20503 I -1
20617 I -1
20761 I -1
20953 I -1
21025 I -1
21131 I -1
21179 I -1
21275 I -1
21323 I -1
21395 I -1
21467 I -1
21539 I -1
21791 I -1
21879 I -1
22047 I -1
22083 I -1
22137 I -1
22160 I -1
22374 I -1
22482 I -1
22531 I -1
22674 I -1
22800 I -1
22920 I -1
23099 I -1
23327 I -1
23459 I -1
23513 I -1
23603 I -1
23639 I -1
23783 I -1
23843 I -1
24011 I -1
24047 I -1
24119 I -1
24167 I -1
24251 I -1
24575 I -1
24698 I -1
24792 I -1
24863 I -1
25125 I -1
25185 I -1
25233 I -1
25281 I -1
25353 I -1
25497 I -1
25569 I -1
25665 I -1
25713 I -1
25869 I -1
25941 I -1
26049 I -1
26109 I -1
26181 I -1
26325 I -1
26469 I -1
26541 I -1
26637 I -1
26705 I -1
26809 I -1
26929 I -1
27027 I -1
27099 I -1
27243 I -1
27339 I -1
27483 I -1
27627 I -1
27747 I -1
27867 I -1
27930 I -1
27931 I -1
27961 I -1
27962 I -1
27975 I -1
28185 I -1
28218 I -1
28358 I -1
28406 I -1
28572 I -1
28920 I -1
29080 I -1
29309 I -1
29391 I -1
29439 I -1
29631 I -1
29775 I -1
30111 I -1
30235 I -1
30345 I -1
30381 I -1
30489 I -1
30507 I -1
30522 I -1
30539 I -1
30558 I -1
30579 I -1
30597 I -1
30619 I -1
30636 I -1
30658 I -1
30681 I -1
30740 I -1
30921 I -1
30957 I -1
31273 I -1
31369 I -1
31419 I -1
31683 I -1
31731 I -1
31887 I -1
31926 I -1
31934 I -1
31940 I -1
31949 I -1
31959 I -1
31964 I -1
33236 I -1
33725 I -1
33737 I -1
33766 I -1
33856 I -1
34044 I -1
