# keyframe format v1
fps 0

0 I -1
61 I -1
200 I -1
242 I -1
290 I -1
350 I -1
470 I -1
518 I -1
578 I -1
782 I -1
986 I -1
1076 I -1
1122 I -1
1362 I -1
1410 I -1
1438 I -1
1460 I -1
1482 I -1
1606 I -1
1909 I -1
1981 I -1
2023 I -1
2062 I -1
2092 I -1
2119 I -1
2155 I -1
2181 I -1
2197 I -1
2245 I -1
2285 I -1
2286 I -1
2287 I -1
2288 I -1
2308 I -1
2347 I -1
2412 I -1
2431 I -1
2480 I -1
2487 I -1
2536 I -1
2613 I -1
2785 I -1
2815 I -1
2854 I -1
2875 I -1
2902 I -1
2940 I -1
2956 I -1
2992 I -1
3082 I -1
3172 I -1
3271 I -1
3313 I -1
3365 I -1
3420 I -1
3510 I -1
3591 I -1
3639 I -1
3765 I -1
3817 I -1
3920 I -1
4036 I -1
4120 I -1
4262 I -1
4302 I -1
4398 I -1
4437 I -1
4547 I -1
4578 I -1
4737 I -1
4820 I -1
4883 I -1
4937 I -1
5048 I -1
5077 I -1
5125 I -1
5198 I -1
5258 I -1
5373 I -1
5494 I -1
5629 I -1
5657 I -1
5728 I -1
5774 I -1
5886 I -1
6059 I -1
6155 I -1
6186 I -1
6276 I -1
6324 I -1
6426 I -1
6602 I -1
6814 I -1
6894 I -1
6920 I -1
7080 I -1
7116 I -1
7162 I -1
7196 I -1
7249 I -1
7618 I -1
7666 I -1
7687 I -1
7970 I -1
8003 I -1
8139 I -1
8192 I -1
8399 I -1
8621 I -1
8677 I -1
8819 I -1
8865 I -1
8940 I -1
9030 I -1
9072 I -1
9359 I -1
9526 I -1
9664 I -1
9773 I -1
9936 I -1
9984 I -1
10175 I -1
10267 I -1
10368 I -1
10494 I -1
10662 I -1
10698 I -1
10733 I -1
10799 I -1
10980 I -1
11160 I -1
11460 I -1
11734 I -1
11794 I -1
11907 I -1
11965 I -1
12055 I -1
12127 I -1
12175 I -1
12433 I -1
12460 I -1
12541 I -1
12733 I -1
12793 I -1
12937 I -1
12997 I -1
13093 I -1
13213 I -1
13285 I -1
13345 I -1
13563 I -1
13631 I -1
13679 I -1
13821 I -1
13945 I -1
14002 I -1
14116 I -1
14224 I -1
14296 I -1
14368 I -1
14476 I -1
14536 I -1
14800 I -1
14932 I -1
15154 I -1
15255 I -1
15518 I -1
15575 I -1
15665 I -1
15701 I -1
15844 I -1
15914 I -1
16058 I -1
16154 I -1
16190 I -1
16222 I -1
16260 I -1
16368 I -1
16401 I -1
16440 I -1
16474 I -1
16584 I -1
17165 I -1
17333 I -1
17390 I -1
17568 I -1
17640 I -1
17913 I -1
18097 I -1
18226 I -1
18370 I -1
18406 I -1
18569 I -1
18701 I -1
18797 I -1
18929 I -1
19037 I -1
19109 I -1
19229 I -1
19320 I -1
19440 I -1
19495 I -1
19584 I -1
19822 I -1
19882 I -1
19950 I -1
20053 I -1
20105 I -1
20165 I -1
20189 I -1
20306 I -1
20383 I -1
20401 I -1
20431 I -1
20515 I -1
20656 I -1
20711 I -1
20849 I -1
20965 I -1
21024 I -1
21112 I -1
21116 I -1
21256 I -1
21499 I -1
21562 I -1
21838 I -1
21893 I -1
21947 I -1
21995 I -1
22043 I -1
22107 I -1
22226 I -1
22250 I -1
22286 I -1
22310 I -1
22329 I -1
22395 I -1
22539 I -1
22635 I -1
22683 I -1
22703 I -1
22720 I -1
22735 I -1
22763 I -1
22792 I -1
22812 I -1
22844 I -1
22894 I -1
23014 I -1
23170 I -1
23200 I -1
23299 I -1
23347 I -1
23449 I -1
23497 I -1
23783 I -1
23946 I -1
24085 I -1
24199 I -1
24487 I -1
24667 I -1
24762 I -1
25044 I -1
25095 I -1
25134 I -1
25322 I -1
25537 I -1
25613 I -1
25669 I -1
25825 I -1
25861 I -1
25974 I -1
26140 I -1
26218 I -1
26255 I -1
26508 I -1
26544 I -1
26636 I -1
26780 I -1
26909 I -1
27022 I -1
27048 I -1
27159 I -1
27255 I -1
27294 I -1
27366 I -1
27606 I -1
27940 I -1
27956 I -1
28113 I -1
28385 I -1
28505 I -1
28647 I -1
28695 I -1
28851 I -1
28925 I -1
29036 I -1
29208 I -1
29251 I -1
29350 I -1
29530 I -1
29584 I -1
29686 I -1
29710 I -1
29746 I -1
29842 I -1
30002 I -1
30074 I -1
30108 I -1
30147 I -1
30224 I -1
30257 I -1
30399 I -1
30547 I -1
30694 I -1
30873 I -1
31109 I -1
31217 I -1
31301 I -1
31337 I -1
31385 I -1
31448 I -1
31511 I -1
31570 I -1
31632 I -1
31684 I -1
31720 I -1
31768 I -1
31888 I -1
31927 I -1
31935 I -1
31941 I -1
31950 I -1
31960 I -1
31965 I -1
33237 I -1
33726 I -1
33738 I -1
33767 I -1
33857 I -1
34045 I -1
