# keyframe format v1
fps 0

0 I -1
112 I -1
182 I -1
268 I -1
403 I -1
504 I -1
583 I -1
618 I -1
643 I -1
681 I -1
757 I -1
765 I -1
801 I -1
861 I -1
893 I -1
911 I -1
977 I -1
1025 I -1
1073 I -1
1110 I -1
1131 I -1
1155 I -1
1227 I -1
1368 I -1
1671 I -1
1743 I -1
1785 I -1
1824 I -1
1854 I -1
1881 I -1
1917 I -1
1943 I -1
1959 I -1
2007 I -1
2047 I -1
2048 I -1
2049 I -1
2050 I -1
2070 I -1
2109 I -1
2173 I -1
2193 I -1
2242 I -1
2249 I -1
2298 I -1
2375 I -1
2547 I -1
2577 I -1
2616 I -1
2637 I -1
2664 I -1
2702 I -1
2718 I -1
2754 I -1
2844 I -1
2934 I -1
3033 I -1
3075 I -1
3127 I -1
3182 I -1
3272 I -1
3353 I -1
3401 I -1
3525 I -1
3526 I -1
3572 I -1
3670 I -1
3710 I -1
3914 I -1
3968 I -1
4027 I -1
4050 I -1
4082 I -1
4281 I -1
4352 I -1
4377 I -1
4437 I -1
4497 I -1
4557 I -1
4641 I -1
4748 I -1
4821 I -1
4915 I -1
4940 I -1
4982 I -1
5006 I -1
5072 I -1
5114 I -1
5141 I -1
5210 I -1
5237 I -1
5243 I -1
5319 I -1
5386 I -1
5518 I -1
5667 I -1
5683 I -1
5705 I -1
5751 I -1
5844 I -1
5890 I -1
5923 I -1
5967 I -1
6003 I -1
6067 I -1
6103 I -1
6139 I -1
6187 I -1
6228 I -1
6444 I -1
6510 I -1
6547 I -1
6583 I -1
6655 I -1
6727 I -1
6775 I -1
6913 I -1
7058 I -1
7338 I -1
7459 I -1
7555 I -1
7779 I -1
7893 I -1
8148 I -1
8243 I -1
8450 I -1
8639 I -1
8648 I -1
8762 I -1
8912 I -1
9094 I -1
9276 I -1
9320 I -1
9476 I -1
9569 I -1
9605 I -1
9668 I -1
9723 I -1
9821 I -1
10051 I -1
10057 I -1
10198 I -1
10269 I -1
10483 I -1
10668 I -1
10872 I -1
11287 I -1
11323 I -1
11392 I -1
11481 I -1
11625 I -1
11677 I -1
11835 I -1
12002 I -1
12090 I -1
12150 I -1
12294 I -1
12486 I -1
12653 I -1
12679 I -1
12783 I -1
12941 I -1
13001 I -1
13150 I -1
13228 I -1
13246 I -1
13372 I -1
13468 I -1
13564 I -1
13636 I -1
13758 I -1
13906 I -1
14050 I -1
14137 I -1
14245 I -1
14509 I -1
14573 I -1
14654 I -1
14731 I -1
14833 I -1
14893 I -1
14989 I -1
15119 I -1
15176 I -1
15248 I -1
15299 I -1
15425 I -1
15461 I -1
15485 I -1
15509 I -1
15641 I -1
15773 I -1
15884 I -1
15932 I -1
16094 I -1
16262 I -1
16363 I -1
16435 I -1
16480 I -1
16504 I -1
16546 I -1
16582 I -1
16630 I -1
16848 I -1
16892 I -1
17121 I -1
17441 I -1
17529 I -1
17631 I -1
17682 I -1
17778 I -1
17832 I -1
18150 I -1
18306 I -1
18366 I -1
18510 I -1
18546 I -1
18628 I -1
18748 I -1
18904 I -1
18943 I -1
19126 I -1
19247 I -1
19379 I -1
19475 I -1
19705 I -1
19734 I -1
19768 I -1
19936 I -1
20080 I -1
20170 I -1
20194 I -1
20374 I -1
20566 I -1
20644 I -1
20740 I -1
20860 I -1
20861 I -1
20933 I -1
21055 I -1
21133 I -1
21139 I -1
21271 I -1
21319 I -1
21412 I -1
21425 I -1
21461 I -1
21485 I -1
21530 I -1
21573 I -1
21737 I -1
21876 I -1
22026 I -1
22068 I -1
22272 I -1
22302 I -1
22506 I -1
22635 I -1
22639 I -1
22769 I -1
22940 I -1
23049 I -1
23151 I -1
23253 I -1
23315 I -1
23319 I -1
23395 I -1
23443 I -1
23614 I -1
23794 I -1
23866 I -1
24001 I -1
24033 I -1
24076 I -1
24182 I -1
24244 I -1
24329 I -1
24389 I -1
24492 I -1
24624 I -1
24684 I -1
24747 I -1
24781 I -1
24851 I -1
24893 I -1
25121 I -1
25224 I -1
25270 I -1
25305 I -1
25344 I -1
25474 I -1
25600 I -1
25871 I -1
26010 I -1
26102 I -1
26253 I -1
26289 I -1
26437 I -1
26545 I -1
26593 I -1
26764 I -1
26800 I -1
26905 I -1
26945 I -1
27020 I -1
27122 I -1
27212 I -1
27248 I -1
27384 I -1
27420 I -1
27456 I -1
27532 I -1
27577 I -1
27625 I -1
27800 I -1
27912 I -1
27972 I -1
28092 I -1
28198 I -1
28330 I -1
28393 I -1
28476 I -1
28541 I -1
28691 I -1
28799 I -1
28877 I -1
28935 I -1
29043 I -1
29307 I -1
29565 I -1
29649 I -1
29704 I -1
29776 I -1
29874 I -1
29975 I -1
30089 I -1
30136 I -1
30172 I -1
30280 I -1
30418 I -1
30628 I -1
30715 I -1
30739 I -1
30757 I -1
30775 I -1
30793 I -1
30859 I -1
30952 I -1
31108 I -1
31210 I -1
31280 I -1
31343 I -1
31401 I -1
31545 I -1
31641 I -1
31680 I -1
31829 I -1
31889 I -1
31928 I -1
31936 I -1
31942 I -1
31945 I -1
31951 I -1
31961 I -1
31966 I -1
33727 I -1
33739 I -1
33768 I -1
33858 I -1
34046 I -1
