# keyframe format v1
fps 0

0 I -1
1 I -1
67 I -1
184 I -1
329 I -1
395 I -1
448 I -1
482 I -1
540 I -1
618 I -1
659 I -1
717 I -1
807 I -1
811 I -1
891 I -1
987 I -1
1035 I -1
1095 I -1
1165 I -1
1267 I -1
1315 I -1
1361 I -1
1363 I -1
1391 I -1
1486 I -1
1789 I -1
1861 I -1
1903 I -1
1942 I -1
1972 I -1
1999 I -1
2035 I -1
2061 I -1
2077 I -1
2125 I -1
2165 I -1
2166 I -1
2167 I -1
2168 I -1
2188 I -1
2227 I -1
2292 I -1
2311 I -1
2360 I -1
2367 I -1
2416 I -1
2493 I -1
2665 I -1
2695 I -1
2734 I -1
2755 I -1
2782 I -1
2820 I -1
2836 I -1
2872 I -1
2962 I -1
3052 I -1
3151 I -1
3193 I -1
3245 I -1
3300 I -1
3390 I -1
3471 I -1
3519 I -1
3645 I -1
3646 I -1
3656 I -1
3730 I -1
3938 I -1
4094 I -1
4190 I -1
4363 I -1
4419 I -1
4561 I -1
4606 I -1
4670 I -1
4757 I -1
4854 I -1
5028 I -1
5064 I -1
5193 I -1
5277 I -1
5325 I -1
5469 I -1
5529 I -1
5760 I -1
5874 I -1
6079 I -1
6174 I -1
6222 I -1
6270 I -1
6348 I -1
6432 I -1
6489 I -1
6619 I -1
6826 I -1
6898 I -1
7018 I -1
7060 I -1
7228 I -1
7264 I -1
7396 I -1
7464 I -1
7641 I -1
7771 I -1
7875 I -1
7953 I -1
8037 I -1
8109 I -1
8135 I -1
8254 I -1
8326 I -1
8386 I -1
8446 I -1
8530 I -1
8656 I -1
8777 I -1
8825 I -1
8921 I -1
9024 I -1
9101 I -1
9155 I -1
9251 I -1
9395 I -1
9491 I -1
9563 I -1
9665 I -1
9749 I -1
9809 I -1
9965 I -1
10025 I -1
10144 I -1
10408 I -1
10451 I -1
10565 I -1
10595 I -1
10625 I -1
10655 I -1
10851 I -1
11175 I -1
11229 I -1
11311 I -1
11501 I -1
11567 I -1
11609 I -1
11723 I -1
11804 I -1
11808 I -1
11846 I -1
11906 I -1
11990 I -1
12026 I -1
12218 I -1
12329 I -1
12401 I -1
12455 I -1
12521 I -1
12665 I -1
12749 I -1
12797 I -1
12899 I -1
12947 I -1
13031 I -1
13313 I -1
13421 I -1
13565 I -1
13613 I -1
13709 I -1
13754 I -1
13761 I -1
13793 I -1
13841 I -1
13975 I -1
14088 I -1
14268 I -1
14334 I -1
14360 I -1
14431 I -1
14467 I -1
14539 I -1
14629 I -1
14881 I -1
15025 I -1
15061 I -1
15203 I -1
15419 I -1
15479 I -1
15614 I -1
15650 I -1
15758 I -1
15827 I -1
15887 I -1
16031 I -1
16144 I -1
16243 I -1
16245 I -1
16253 I -1
16403 I -1
16475 I -1
16547 I -1
16607 I -1
16703 I -1
16847 I -1
16883 I -1
16997 I -1
17157 I -1
17240 I -1
17372 I -1
17538 I -1
17612 I -1
17708 I -1
17792 I -1
17936 I -1
18044 I -1
18145 I -1
18217 I -1
18393 I -1
18541 I -1
18685 I -1
18880 I -1
19024 I -1
19144 I -1
19204 I -1
19397 I -1
19517 I -1
19727 I -1
19763 I -1
19919 I -1
19994 I -1
20042 I -1
20132 I -1
20198 I -1
20318 I -1
20583 I -1
20625 I -1
20673 I -1
20960 I -1
21126 I -1
21154 I -1
21338 I -1
21380 I -1
21440 I -1
21500 I -1
21554 I -1
21602 I -1
21686 I -1
21722 I -1
21818 I -1
21914 I -1
22040 I -1
22172 I -1
22238 I -1
22322 I -1
22382 I -1
22430 I -1
22706 I -1
22800 I -1
22920 I -1
22959 I -1
23055 I -1
23148 I -1
23226 I -1
23310 I -1
23382 I -1
23433 I -1
23593 I -1
23625 I -1
23661 I -1
23781 I -1
23865 I -1
24033 I -1
24093 I -1
24160 I -1
24326 I -1
24374 I -1
24434 I -1
24574 I -1
24684 I -1
24732 I -1
24804 I -1
24852 I -1
24945 I -1
25029 I -1
25149 I -1
25185 I -1
25233 I -1
25281 I -1
25318 I -1
25366 I -1
25402 I -1
25562 I -1
25664 I -1
25746 I -1
25747 I -1
25757 I -1
25777 I -1
25781 I -1
25859 I -1
25903 I -1
25951 I -1
25955 I -1
25961 I -1
26055 I -1
26115 I -1
26141 I -1
26166 I -1
26187 I -1
26206 I -1
26236 I -1
26320 I -1
26395 I -1
26503 I -1
26629 I -1
26732 I -1
26766 I -1
26836 I -1
26879 I -1
27038 I -1
27090 I -1
27162 I -1
27222 I -1
27294 I -1
27366 I -1
27438 I -1
27486 I -1
27630 I -1
27750 I -1
27860 I -1
28034 I -1
28218 I -1
28290 I -1
28386 I -1
28470 I -1
28548 I -1
28704 I -1
28890 I -1
29010 I -1
29130 I -1
29166 I -1
29196 I -1
29220 I -1
29316 I -1
29382 I -1
29490 I -1
29674 I -1
29746 I -1
29842 I -1
29896 I -1
30052 I -1
30136 I -1
30268 I -1
30352 I -1
30442 I -1
30514 I -1
30838 I -1
30982 I -1
31048 I -1
31096 I -1
31216 I -1
31264 I -1
31336 I -1
31378 I -1
31414 I -1
31534 I -1
31606 I -1
31636 I -1
31804 I -1
31888 I -1
31927 I -1
31935 I -1
31941 I -1
31950 I -1
31960 I -1
31965 I -1
33726 I -1
33738 I -1
33767 I -1
33857 I -1
34045 I -1
