# keyframe format v1
fps 0

0 I -1
259 I -1
306 I -1
371 I -1
455 I -1
539 I -1
650 I -1
710 I -1
745 I -1
916 I -1
1008 I -1
1077 I -1
1140 I -1
1212 I -1
1323 I -1
1479 I -1
1623 I -1
1671 I -1
1705 I -1
1707 I -1
1717 I -1
1761 I -1
1803 I -1
1869 I -1
1971 I -1
1979 I -1
1985 I -1
1999 I -1
2124 I -1
2130 I -1
2132 I -1
2144 I -1
2159 I -1
2161 I -1
2165 I -1
2167 I -1
2177 I -1
2179 I -1
2183 I -1
2185 I -1
2194 I -1
2295 I -1
2607 I -1
2661 I -1
2877 I -1
2940 I -1
2975 I -1
3101 I -1
3126 I -1
3253 I -1
3261 I -1
3309 I -1
3612 I -1
3684 I -1
3726 I -1
3765 I -1
3795 I -1
3822 I -1
3858 I -1
3884 I -1
3900 I -1
3948 I -1
3988 I -1
3989 I -1
3990 I -1
3991 I -1
4011 I -1
4050 I -1
4115 I -1
4134 I -1
4183 I -1
4190 I -1
4239 I -1
4316 I -1
4488 I -1
4518 I -1
4557 I -1
4578 I -1
4605 I -1
4643 I -1
4659 I -1
4695 I -1
4785 I -1
4875 I -1
4974 I -1
5016 I -1
5068 I -1
5123 I -1
5213 I -1
5294 I -1
5342 I -1
5467 I -1
5595 I -1
5627 I -1
5651 I -1
5717 I -1
5753 I -1
5831 I -1
5975 I -1
6047 I -1
6535 I -1
6601 I -1
6712 I -1
6778 I -1
6814 I -1
6841 I -1
6871 I -1
6891 I -1
6928 I -1
6962 I -1
6992 I -1
7017 I -1
7035 I -1
7071 I -1
7119 I -1
7155 I -1
7181 I -1
7231 I -1
7256 I -1
7316 I -1
7366 I -1
7462 I -1
7630 I -1
7678 I -1
7744 I -1
7984 I -1
8212 I -1
8344 I -1
8376 I -1
8415 I -1
8571 I -1
9027 I -1
9261 I -1
9333 I -1
9543 I -1
9597 I -1
9741 I -1
10095 I -1
10155 I -1
10299 I -1
10434 I -1
10602 I -1
10668 I -1
10692 I -1
10738 I -1
10813 I -1
10834 I -1
10852 I -1
10876 I -1
10924 I -1
11003 I -1
11216 I -1
11270 I -1
11390 I -1
11450 I -1
11594 I -1
11702 I -1
11738 I -1
11786 I -1
11867 I -1
11963 I -1
12059 I -1
12131 I -1
12203 I -1
12267 I -1
12339 I -1
12387 I -1
12435 I -1
12576 I -1
12792 I -1
12846 I -1
12888 I -1
12951 I -1
13012 I -1
13217 I -1
13395 I -1
13515 I -1
13536 I -1
13588 I -1
13708 I -1
13977 I -1
14027 I -1
14094 I -1
14213 I -1
14393 I -1
14466 I -1
14550 I -1
14635 I -1
14723 I -1
14802 I -1
14856 I -1
14916 I -1
15079 I -1
15125 I -1
15137 I -1
15194 I -1
15278 I -1
15326 I -1
15686 I -1
15734 I -1
15971 I -1
16055 I -1
16118 I -1
16354 I -1
16458 I -1
16608 I -1
16754 I -1
16790 I -1
16838 I -1
17030 I -1
17096 I -1
17204 I -1
17330 I -1
17402 I -1
17474 I -1
17622 I -1
17793 I -1
17828 I -1
17855 I -1
17899 I -1
17987 I -1
18183 I -1
18339 I -1
18578 I -1
18633 I -1
18708 I -1
19145 I -1
19177 I -1
19229 I -1
19282 I -1
19739 I -1
19859 I -1
19901 I -1
19973 I -1
20090 I -1
20184 I -1
20283 I -1
20403 I -1
20523 I -1
20638 I -1
20734 I -1
20735 I -1
20775 I -1
20823 I -1
20916 I -1
21040 I -1
21096 I -1
21125 I -1
21323 I -1
21432 I -1
21564 I -1
21714 I -1
21795 I -1
21976 I -1
21999 I -1
22081 I -1
22165 I -1
22243 I -1
22314 I -1
22326 I -1
22600 I -1
22789 I -1
22879 I -1
22999 I -1
23077 I -1
23158 I -1
23251 I -1
23491 I -1
23641 I -1
23883 I -1
24027 I -1
24117 I -1
24177 I -1
24312 I -1
24396 I -1
24516 I -1
24624 I -1
24773 I -1
24984 I -1
25099 I -1
25223 I -1
25321 I -1
25325 I -1
25428 I -1
25578 I -1
25620 I -1
25680 I -1
25853 I -1
25997 I -1
26146 I -1
26487 I -1
26516 I -1
26625 I -1
26628 I -1
26645 I -1
26693 I -1
26837 I -1
27029 I -1
27195 I -1
27381 I -1
27477 I -1
27530 I -1
27597 I -1
27688 I -1
27760 I -1
27880 I -1
28084 I -1
28195 I -1
28302 I -1
28374 I -1
28404 I -1
28422 I -1
28482 I -1
28533 I -1
28620 I -1
28689 I -1
28759 I -1
28858 I -1
28907 I -1
29123 I -1
29171 I -1
29291 I -1
29333 I -1
29405 I -1
29465 I -1
29484 I -1
29544 I -1
29666 I -1
29730 I -1
29862 I -1
29882 I -1
29886 I -1
29910 I -1
29914 I -1
29938 I -1
29942 I -1
30028 I -1
30076 I -1
30112 I -1
30151 I -1
30271 I -1
30385 I -1
30435 I -1
30505 I -1
30841 I -1
30961 I -1
31057 I -1
31105 I -1
31239 I -1
31285 I -1
31369 I -1
31561 I -1
31657 I -1
